order_id,order_date,category,product_name,region,sales_channel,customer_segment,payment_method,unit_price,quantity,discount_pct,revenue,units_returned,customer_rating,delivery_days
457,2025-11-12,Electronics,Smartphone,Europe,Marketplace,Premium,Crypto,869.01,7,5,5778.92,0,2.3,10
458,2025-09-19,Books,Cookbook,Asia Pacific,Online,New,Buy Now Pay Later,609.28,5,10,2741.76,4,4.9,1
459,2025-12-26,Beauty,Moisturizer,Asia Pacific,Online,Returning,Crypto,887.29,11,20,7808.15,0,2.7,4
460,2025-08-02,Home & Garden,Blender,Europe,In-Store,Churned,Bank Transfer,235.63,5,0,1178.15,0,1.6,8
461,2025-12-23,Toys,Board Game,North America,In-Store,Churned,Crypto,908.62,14,0,12720.68,0,2.7,14
462,2025-11-06,Automotive,Phone Mount,Asia Pacific,In-Store,Returning,Crypto,16.11,16,5,244.87,0,2.1,9
463,2025-10-25,Beauty,Moisturizer,North America,Marketplace,Premium,Credit Card,724.89,3,0,2174.67,0,3.1,14
464,2025-08-30,Books,Cookbook,Middle East,Online,New,PayPal,947.84,3,10,2559.17,0,4.6,9
465,2025-06-30,Electronics,Headphones,Latin America,Marketplace,Premium,Crypto,1441.07,10,10,12969.63,0,3.8,10
466,2025-10-24,Books,Comic Book,Middle East,Mobile App,New,Crypto,257.77,2,10,463.99,0,3.5,5
467,2025-03-09,Automotive,Car Mat,Europe,Online,Premium,Bank Transfer,925.62,9,10,7497.52,1,3.4,10
468,2025-12-25,Home & Garden,Curtains,Latin America,Mobile App,Returning,Bank Transfer,358.11,6,0,2148.66,0,1.3,3
469,2025-11-23,Home & Garden,Blender,Latin America,Marketplace,Returning,Crypto,255.09,19,15,4119.7,8,4.0,2
470,2025-09-01,Electronics,Smartphone,Latin America,Marketplace,Churned,Bank Transfer,1120.5,18,5,19160.55,0,3.8,8
471,2025-08-18,Books,Self-Help Book,Middle East,Marketplace,New,Bank Transfer,576.1,11,0,6337.1,8,3.5,14
472,2025-02-20,Toys,RC Car,Asia Pacific,Mobile App,Premium,Bank Transfer,386.74,19,20,5878.45,0,3.7,4
473,2025-01-06,Sports,Tennis Racket,Asia Pacific,In-Store,Premium,Buy Now Pay Later,1010.84,3,0,3032.52,0,3.1,11
474,2025-01-18,Automotive,Jump Starter,Europe,Mobile App,Premium,PayPal,40.43,3,0,121.29,0,3.6,14
475,2025-03-08,Sports,Tennis Racket,North America,Online,New,Buy Now Pay Later,567.06,19,0,10774.14,0,3.8,5
476,2025-12-21,Books,Cookbook,North America,Marketplace,Premium,Crypto,1355.57,11,10,13420.14,0,1.3,13
477,2025-05-16,Electronics,Headphones,Latin America,Mobile App,New,Bank Transfer,271.0,3,25,609.75,0,1.8,7
478,2025-08-09,Home & Garden,Curtains,Latin America,Online,Returning,Buy Now Pay Later,331.49,4,25,994.47,0,1.4,2
479,2025-03-18,Clothing,Sneakers,Asia Pacific,Marketplace,New,Crypto,981.03,1,0,981.03,0,2.1,12
480,2025-08-12,Beauty,Serum,Middle East,Online,Churned,Crypto,608.85,3,5,1735.22,2,4.3,8
481,2025-07-25,Clothing,Sneakers,Middle East,Mobile App,Premium,Bank Transfer,87.52,3,15,223.18,0,4.8,2
482,2025-12-05,Automotive,Jump Starter,Europe,In-Store,New,Crypto,290.55,13,0,3777.15,0,2.4,2
483,2025-01-13,Automotive,Air Freshener,Europe,In-Store,New,PayPal,1081.01,19,5,19512.23,0,1.3,9
484,2025-06-23,Books,Cookbook,Middle East,Marketplace,New,Credit Card,88.8,2,20,142.08,0,4.2,11
485,2025-01-19,Automotive,Air Freshener,Middle East,In-Store,Returning,Credit Card,1104.51,16,0,17672.16,0,4.7,1
486,2025-06-07,Sports,Swim Goggles,Europe,Online,Returning,Credit Card,1232.01,4,25,3696.03,0,4.3,2
487,2025-08-07,Clothing,T-Shirt,Latin America,In-Store,New,PayPal,509.33,13,15,5628.1,0,3.7,9
488,2025-02-02,Home & Garden,Plant Pot,Europe,Online,Returning,Bank Transfer,185.51,5,20,742.04,0,2.5,3
489,2025-11-20,Automotive,Dash Cam,Middle East,Online,Returning,Credit Card,920.6,6,0,5523.6,0,1.3,1
490,2025-12-21,Home & Garden,Sofa,Middle East,Mobile App,Churned,Crypto,194.7,5,10,876.15,0,2.6,3
491,2025-06-28,Electronics,Smart Watch,Europe,Marketplace,New,Bank Transfer,631.08,18,5,10791.47,0,4.9,2
492,2025-05-22,Beauty,Mascara,Middle East,In-Store,Churned,PayPal,84.34,4,0,337.36,0,4.9,8
493,2025-05-26,Automotive,Dash Cam,Europe,Online,New,Bank Transfer,318.34,9,15,2435.3,0,4.6,8
494,2025-09-06,Electronics,Laptop,North America,In-Store,Returning,Credit Card,774.78,3,5,2208.12,0,3.4,6
495,2025-04-27,Toys,Board Game,Asia Pacific,In-Store,New,Bank Transfer,151.61,14,5,2016.41,0,1.9,8
496,2025-08-21,Automotive,Car Mat,Latin America,In-Store,Returning,Buy Now Pay Later,271.2,12,0,3254.4,0,1.8,6
497,2025-01-31,Books,Self-Help Book,Asia Pacific,In-Store,New,Buy Now Pay Later,424.5,4,25,1273.5,0,1.7,6
498,2025-10-11,Sports,Running Shoes,Middle East,In-Store,Returning,Buy Now Pay Later,1283.23,3,20,3079.75,0,3.0,4
499,2025-05-07,Automotive,Phone Mount,Asia Pacific,Online,Churned,PayPal,494.31,19,5,8922.3,0,3.4,3
500,2025-01-18,Electronics,Headphones,North America,Online,Churned,Buy Now Pay Later,641.42,13,25,6253.84,0,3.8,2
501,2025-04-22,Automotive,Phone Mount,Europe,Online,New,Crypto,203.4,10,5,1932.3,0,1.4,8
502,2025-03-12,Books,Self-Help Book,Latin America,Online,Churned,Crypto,1311.93,13,0,17055.09,0,2.5,8
503,2025-01-17,Electronics,Camera,North America,Marketplace,Premium,Buy Now Pay Later,448.4,9,5,3833.82,0,1.3,6
504,2025-07-07,Electronics,Smart Watch,Asia Pacific,Online,New,Crypto,700.7,2,15,1191.19,0,3.6,12
505,2025-10-04,Clothing,Sneakers,Europe,In-Store,Premium,PayPal,174.77,16,5,2656.5,0,4.0,6
506,2025-02-02,Beauty,Perfume,Middle East,Marketplace,Premium,Credit Card,562.36,15,25,6326.55,0,4.3,8
507,2025-08-23,Books,Cookbook,Middle East,Mobile App,New,PayPal,135.53,13,0,1761.89,0,4.8,2
508,2025-04-15,Home & Garden,Plant Pot,North America,In-Store,Churned,PayPal,783.43,1,10,705.09,0,3.7,3
509,2025-04-07,Automotive,Jump Starter,Latin America,Marketplace,New,Bank Transfer,99.11,8,15,673.95,0,2.4,11
510,2025-10-18,Beauty,Serum,Middle East,Marketplace,Churned,Bank Transfer,202.27,10,0,2022.7,0,1.9,6
511,2025-03-27,Books,Fiction Novel,Europe,Mobile App,Premium,Crypto,929.85,6,10,5021.19,0,1.7,12
512,2025-10-22,Home & Garden,Lamp,Europe,Online,New,Bank Transfer,194.08,9,15,1484.71,0,3.2,1
513,2025-03-25,Beauty,Perfume,Europe,Mobile App,Churned,Buy Now Pay Later,802.8,4,0,3211.2,0,3.0,3
514,2025-08-31,Automotive,Jump Starter,Europe,Online,Premium,Bank Transfer,1344.49,19,0,25545.31,0,3.9,8
515,2025-12-14,Beauty,Foundation,North America,Marketplace,New,PayPal,828.69,10,0,8286.9,0,4.4,8
516,2025-09-27,Beauty,Moisturizer,Asia Pacific,Online,Returning,Buy Now Pay Later,337.11,9,5,2882.29,8,4.4,11
517,2025-11-05,Clothing,Sneakers,Latin America,In-Store,Churned,Bank Transfer,909.59,2,15,1546.3,0,3.9,7
518,2025-06-29,Beauty,Serum,Asia Pacific,Online,Premium,Bank Transfer,465.59,15,0,6983.85,0,4.6,12
519,2025-03-13,Toys,Puzzle,Asia Pacific,In-Store,Churned,Crypto,1254.09,20,0,25081.8,0,2.2,14
520,2025-07-29,Beauty,Moisturizer,Middle East,Marketplace,New,Credit Card,960.01,9,20,6912.07,0,2.8,10
521,2025-09-09,Home & Garden,Lamp,Europe,Marketplace,Premium,Buy Now Pay Later,68.14,10,10,613.26,0,4.0,4
522,2025-03-05,Electronics,Laptop,Europe,Mobile App,Premium,Crypto,982.45,10,20,7859.6,0,4.6,11
523,2025-11-03,Sports,Yoga Mat,North America,Mobile App,Churned,Credit Card,1119.62,19,25,15954.58,0,4.5,11
524,2025-03-25,Automotive,Air Freshener,North America,Mobile App,New,Bank Transfer,874.57,5,15,3716.92,0,3.8,6
525,2025-01-25,Home & Garden,Sofa,Asia Pacific,Mobile App,Churned,Bank Transfer,438.34,17,0,7451.78,0,4.1,3
526,2025-05-19,Clothing,Sneakers,Europe,Mobile App,Premium,Bank Transfer,1029.74,12,0,12356.88,0,2.4,3
527,2025-07-30,Electronics,Smartphone,Middle East,Mobile App,Premium,Crypto,513.77,6,0,3082.62,0,3.0,14
528,2025-02-09,Sports,Tennis Racket,Middle East,Online,Churned,Crypto,179.27,5,0,896.35,0,2.2,6
529,2025-01-15,Home & Garden,Blender,Middle East,Mobile App,Returning,Bank Transfer,1117.97,4,5,4248.29,0,3.8,12
530,2025-08-06,Sports,Running Shoes,Europe,In-Store,Returning,Credit Card,1037.77,4,0,4151.08,3,4.0,1
531,2025-05-10,Sports,Yoga Mat,North America,Online,Churned,Credit Card,69.71,10,0,697.1,0,4.1,10
532,2025-02-16,Sports,Tennis Racket,Europe,In-Store,Premium,Credit Card,222.61,9,15,1702.97,0,4.4,13
533,2025-01-08,Sports,Tennis Racket,Middle East,Online,New,Buy Now Pay Later,795.61,7,10,5012.34,0,4.0,1
534,2025-04-05,Clothing,Jeans,Middle East,Marketplace,Premium,Buy Now Pay Later,662.3,4,0,2649.2,0,4.9,7
535,2025-03-05,Sports,Tennis Racket,Europe,Marketplace,New,Bank Transfer,701.52,17,0,11925.84,0,2.4,5
536,2025-05-26,Electronics,Laptop,Asia Pacific,Marketplace,New,Crypto,688.13,10,25,5160.98,0,2.6,14
537,2025-01-07,Toys,Board Game,North America,Marketplace,Premium,PayPal,1498.09,16,0,23969.44,0,3.1,11
538,2025-02-22,Clothing,T-Shirt,Europe,Marketplace,Churned,Buy Now Pay Later,1113.44,6,0,6680.64,0,1.8,4
539,2025-10-25,Toys,LEGO Set,Europe,Marketplace,Churned,Bank Transfer,892.51,13,15,9862.24,0,3.4,7
540,2025-03-04,Automotive,Seat Cover,Asia Pacific,In-Store,Churned,Credit Card,379.78,16,5,5772.66,0,1.5,2
541,2025-11-06,Electronics,Laptop,Latin America,Online,Returning,Crypto,1020.41,5,10,4591.85,0,1.4,2
542,2025-09-16,Automotive,Phone Mount,Europe,Mobile App,Churned,Crypto,396.19,11,0,4358.09,0,1.1,7
543,2025-08-24,Clothing,Jacket,Latin America,Mobile App,Churned,Crypto,58.79,6,10,317.47,0,1.7,7
544,2025-12-12,Home & Garden,Plant Pot,Latin America,Marketplace,New,Buy Now Pay Later,738.38,18,25,9968.13,0,4.4,9
545,2025-12-13,Electronics,Headphones,Asia Pacific,Marketplace,Churned,Buy Now Pay Later,532.38,10,15,4525.23,9,1.2,14
546,2025-02-19,Beauty,Perfume,Middle East,Online,Premium,Crypto,645.08,12,20,6192.77,0,3.6,4
547,2025-02-28,Sports,Swim Goggles,Asia Pacific,Online,New,Bank Transfer,509.7,1,15,433.25,0,3.3,7
548,2025-10-20,Books,Fiction Novel,Latin America,Online,Premium,Crypto,588.5,19,0,11181.5,0,1.4,11
549,2025-06-03,Sports,Running Shoes,Latin America,Mobile App,Returning,Buy Now Pay Later,548.18,14,5,7290.79,0,4.4,13
550,2025-06-02,Clothing,Sneakers,Europe,Mobile App,Premium,Credit Card,1494.36,13,5,18455.35,0,4.8,12
551,2025-09-29,Clothing,Sneakers,Asia Pacific,Mobile App,New,Buy Now Pay Later,715.53,7,15,4257.4,0,3.6,5
552,2025-07-25,Books,Cookbook,Middle East,Mobile App,Returning,Crypto,380.64,17,25,4853.16,0,3.2,1
553,2025-11-23,Home & Garden,Mattress,Latin America,In-Store,Churned,Bank Transfer,801.42,20,20,12822.72,0,3.9,1
554,2025-12-17,Sports,Running Shoes,Latin America,In-Store,Returning,PayPal,1149.47,14,20,12874.06,0,4.3,2
555,2025-12-18,Sports,Bicycle,Asia Pacific,Mobile App,Returning,Bank Transfer,903.84,13,5,11162.42,0,1.8,4
556,2025-04-14,Books,Cookbook,Latin America,Marketplace,Churned,Credit Card,243.24,5,0,1216.2,0,4.2,11
557,2025-02-12,Home & Garden,Curtains,North America,Marketplace,New,Credit Card,474.29,10,0,4742.9,0,2.6,6
558,2025-09-14,Clothing,Jacket,Europe,In-Store,New,Buy Now Pay Later,1399.74,17,10,21416.02,0,1.4,10
559,2025-04-22,Clothing,Dress,Asia Pacific,Marketplace,Returning,Crypto,220.7,6,5,1257.99,0,2.8,5
560,2025-10-07,Electronics,Headphones,Middle East,Mobile App,New,Bank Transfer,638.55,8,10,4597.56,0,4.7,6
561,2025-01-18,Automotive,Air Freshener,Asia Pacific,Mobile App,New,Buy Now Pay Later,1263.0,2,5,2399.7,0,2.5,11
562,2025-01-05,Beauty,Foundation,North America,In-Store,Churned,Crypto,1365.13,13,10,15972.02,0,4.7,13
563,2025-11-26,Sports,Running Shoes,Europe,In-Store,Churned,Bank Transfer,612.4,2,10,1102.32,0,4.3,8
564,2025-03-24,Automotive,Air Freshener,Latin America,Mobile App,Churned,Credit Card,1049.23,17,0,17836.91,0,3.4,14
565,2025-11-25,Beauty,Serum,North America,Online,Returning,Crypto,208.46,13,5,2574.48,0,2.3,2
566,2025-08-20,Clothing,Jeans,Europe,In-Store,Churned,Bank Transfer,720.16,5,10,3240.72,0,3.4,6
567,2025-07-21,Books,Self-Help Book,North America,Marketplace,Premium,PayPal,1315.2,19,5,23739.36,0,4.7,11
568,2025-01-26,Sports,Yoga Mat,Latin America,In-Store,Premium,PayPal,604.55,14,10,7617.33,0,4.8,3
569,2025-03-02,Clothing,T-Shirt,Middle East,Marketplace,Churned,Crypto,340.6,7,5,2264.99,0,4.3,5
570,2025-04-16,Books,Comic Book,Latin America,Marketplace,Returning,Crypto,902.12,10,5,8570.14,0,2.6,3
571,2025-07-09,Electronics,Tablet,Asia Pacific,In-Store,Churned,PayPal,876.44,15,0,13146.6,2,4.5,12
572,2025-05-12,Toys,Doll,Europe,Marketplace,Churned,Buy Now Pay Later,114.22,18,0,2055.96,7,2.9,6
573,2025-12-10,Electronics,Laptop,Asia Pacific,Marketplace,Premium,Crypto,559.5,18,0,10071.0,0,2.0,9
574,2025-12-30,Automotive,Jump Starter,Latin America,In-Store,New,Bank Transfer,797.98,5,10,3590.91,0,1.2,3
575,2025-11-10,Automotive,Jump Starter,Asia Pacific,Marketplace,Premium,Bank Transfer,1245.24,9,15,9526.09,0,1.7,12
576,2025-03-18,Automotive,Dash Cam,Middle East,Marketplace,New,PayPal,86.58,6,0,519.48,0,1.7,8
577,2025-12-30,Toys,LEGO Set,Latin America,Online,Churned,Bank Transfer,843.48,15,25,9489.15,0,3.9,3
578,2025-03-28,Clothing,Dress,North America,In-Store,Premium,PayPal,1126.16,9,5,9628.67,0,4.9,9
579,2025-06-18,Home & Garden,Blender,North America,In-Store,Churned,Credit Card,43.81,4,20,140.19,0,4.7,2
580,2025-08-21,Beauty,Lipstick,North America,Online,Churned,Crypto,944.39,9,0,8499.51,0,1.2,10
581,2025-11-26,Automotive,Jump Starter,Middle East,In-Store,Returning,Credit Card,428.02,2,0,856.04,0,3.4,2
582,2025-01-11,Toys,Action Figure,Europe,In-Store,Churned,Credit Card,1279.26,6,20,6140.45,0,2.1,13
583,2025-12-17,Home & Garden,Sofa,Asia Pacific,Marketplace,Churned,Bank Transfer,907.25,12,0,10887.0,0,3.1,8
584,2025-08-05,Automotive,Phone Mount,Latin America,Mobile App,Churned,Credit Card,1217.44,20,0,24348.8,0,2.7,1
585,2025-11-19,Beauty,Serum,Europe,In-Store,Churned,Buy Now Pay Later,972.6,3,10,2626.02,0,1.3,13
586,2025-09-25,Automotive,Jump Starter,Europe,In-Store,Premium,PayPal,644.46,19,0,12244.74,0,4.7,9
587,2025-12-05,Clothing,Sneakers,Latin America,Marketplace,New,Crypto,1081.86,9,15,8276.23,0,1.3,9
588,2025-01-24,Electronics,Laptop,Latin America,In-Store,Returning,Crypto,129.52,10,15,1100.92,0,2.8,11
589,2025-04-05,Automotive,Seat Cover,Asia Pacific,Mobile App,Returning,PayPal,121.94,20,10,2194.92,0,1.4,9
590,2025-12-02,Electronics,Laptop,Latin America,Online,New,PayPal,718.29,13,25,7003.33,0,4.3,10
591,2025-03-11,Beauty,Foundation,Latin America,Mobile App,New,PayPal,25.74,4,0,102.96,0,1.8,1
592,2025-04-08,Sports,Bicycle,Europe,In-Store,Churned,Buy Now Pay Later,133.71,15,0,2005.65,0,1.1,3
593,2025-08-19,Home & Garden,Curtains,Latin America,Marketplace,Churned,Credit Card,879.91,7,10,5543.43,0,4.3,1
594,2025-10-24,Beauty,Moisturizer,North America,Marketplace,Churned,Crypto,895.78,18,10,14511.64,12,2.9,10
595,2025-06-11,Automotive,Dash Cam,North America,Online,Churned,Buy Now Pay Later,832.12,9,20,5991.26,0,1.5,10
596,2025-04-09,Beauty,Serum,Latin America,Online,Returning,Bank Transfer,706.51,15,5,10067.77,0,3.4,11
597,2025-08-02,Beauty,Mascara,Latin America,In-Store,Premium,Crypto,1250.46,12,25,11254.14,0,4.4,10
598,2025-04-13,Sports,Running Shoes,North America,Marketplace,Returning,PayPal,238.69,16,0,3819.04,0,4.8,8
599,2025-05-14,Books,Self-Help Book,Europe,Online,New,Bank Transfer,538.78,6,0,3232.68,0,4.6,1
600,2025-10-15,Clothing,Dress,Latin America,Online,Returning,Credit Card,340.02,9,15,2601.15,0,4.1,13
601,2025-08-23,Books,Self-Help Book,Middle East,Online,New,Crypto,1444.16,4,0,5776.64,0,3.4,14
602,2025-04-16,Clothing,Sneakers,North America,Online,Returning,Credit Card,1366.92,6,10,7381.37,0,4.0,8
603,2025-04-14,Clothing,Jeans,Asia Pacific,Mobile App,Returning,Credit Card,661.47,14,0,9260.58,0,4.2,6
604,2025-08-01,Books,Biography,Europe,Online,Premium,Bank Transfer,544.16,8,0,4353.28,0,3.1,13
605,2025-09-22,Sports,Dumbbells,Latin America,Marketplace,Churned,Crypto,1192.94,12,0,14315.28,0,4.1,12
606,2025-08-11,Clothing,T-Shirt,Asia Pacific,Mobile App,Churned,PayPal,96.9,2,0,193.8,0,1.2,11
607,2025-01-05,Books,Cookbook,Latin America,Mobile App,Premium,Bank Transfer,1241.37,17,0,21103.29,0,2.8,4
608,2025-02-13,Automotive,Air Freshener,Asia Pacific,Marketplace,Returning,Bank Transfer,60.27,11,20,530.38,0,4.0,3
609,2025-01-12,Books,Self-Help Book,North America,Mobile App,Premium,PayPal,46.7,18,10,756.54,0,4.1,12
610,2025-11-18,Toys,RC Car,North America,Online,Premium,Bank Transfer,763.71,4,0,3054.84,0,4.8,8
611,2025-10-25,Books,Biography,North America,Marketplace,Premium,PayPal,850.57,18,5,14544.75,0,2.1,13
612,2025-09-22,Home & Garden,Curtains,Latin America,In-Store,New,Bank Transfer,875.64,12,25,7880.76,11,2.7,7
613,2025-04-20,Clothing,T-Shirt,North America,Marketplace,Returning,Crypto,672.02,12,20,6451.39,0,3.1,7
614,2025-08-02,Books,Biography,Latin America,Marketplace,Churned,Crypto,1236.6,5,0,6183.0,0,2.8,12
615,2025-03-22,Clothing,Suit,Europe,Marketplace,Churned,Credit Card,1416.38,12,0,16996.56,0,2.6,2
616,2025-07-10,Beauty,Mascara,Asia Pacific,Online,Returning,Credit Card,460.86,12,10,4977.29,0,1.1,3
617,2025-04-21,Home & Garden,Mattress,Latin America,Online,Premium,Bank Transfer,278.7,16,0,4459.2,0,2.4,14
618,2025-07-13,Electronics,Headphones,Latin America,Mobile App,Churned,Bank Transfer,715.47,20,0,14309.4,0,3.0,8
619,2025-11-16,Automotive,Air Freshener,Latin America,In-Store,Premium,Credit Card,998.43,14,20,11182.42,0,2.6,9
620,2025-12-29,Electronics,Camera,Latin America,Mobile App,New,PayPal,42.08,10,0,420.8,0,1.3,10
621,2025-01-10,Electronics,Smart Watch,Middle East,In-Store,Churned,Buy Now Pay Later,184.82,18,0,3326.76,0,2.1,4
622,2025-11-07,Sports,Swim Goggles,Middle East,Marketplace,New,Buy Now Pay Later,484.04,19,0,9196.76,0,4.7,6
623,2025-05-12,Toys,Board Game,Latin America,Online,Premium,Crypto,141.08,4,0,564.32,0,1.7,13
624,2025-11-11,Clothing,Jeans,Asia Pacific,Marketplace,Returning,Credit Card,1441.88,6,0,8651.28,0,2.2,2
625,2025-03-03,Beauty,Lipstick,Latin America,Mobile App,Premium,Crypto,82.56,8,5,627.46,0,4.0,7
626,2025-07-28,Clothing,Dress,North America,Mobile App,Churned,Buy Now Pay Later,102.86,1,20,82.29,0,4.7,1
627,2025-11-30,Books,Biography,Middle East,Online,Returning,Buy Now Pay Later,1178.9,10,20,9431.2,0,4.4,9
628,2025-08-05,Sports,Dumbbells,Asia Pacific,In-Store,Returning,Buy Now Pay Later,1442.22,18,25,19469.97,14,4.8,10
629,2025-05-20,Books,Comic Book,Europe,Online,New,Crypto,898.81,13,15,9931.85,0,1.9,14
630,2025-07-22,Books,Fiction Novel,Europe,Online,Premium,Credit Card,1049.15,5,10,4721.18,0,1.8,9
631,2025-05-06,Beauty,Foundation,Asia Pacific,Mobile App,Churned,Bank Transfer,995.1,11,15,9304.18,0,4.8,6
632,2025-01-05,Electronics,Camera,Europe,Online,Churned,Credit Card,1010.7,14,25,10612.35,0,3.2,13
633,2025-07-12,Clothing,Sneakers,North America,Marketplace,New,Bank Transfer,1242.06,12,20,11923.78,0,4.1,12
634,2025-01-05,Electronics,Laptop,Latin America,Mobile App,Returning,Crypto,336.17,1,10,302.55,0,3.8,4
635,2025-07-05,Clothing,Sneakers,Asia Pacific,In-Store,Returning,Crypto,60.01,16,5,912.15,12,1.4,5
636,2025-10-29,Automotive,Dash Cam,Middle East,In-Store,Returning,Credit Card,196.73,3,0,590.19,0,3.3,4
637,2025-08-07,Books,Self-Help Book,North America,Mobile App,Churned,Credit Card,963.24,2,15,1637.51,0,5.0,5
638,2025-09-22,Clothing,Suit,Middle East,Marketplace,Churned,Bank Transfer,1139.74,8,0,9117.92,0,2.7,8
639,2025-10-20,Beauty,Moisturizer,Latin America,In-Store,Premium,Credit Card,1212.47,8,20,7759.81,0,4.7,4
640,2025-09-03,Home & Garden,Plant Pot,Asia Pacific,Online,New,Credit Card,650.76,1,15,553.15,0,2.0,8
641,2025-11-04,Sports,Running Shoes,North America,Mobile App,Returning,Credit Card,931.25,4,25,2793.75,0,1.3,1
642,2025-08-15,Electronics,Headphones,Asia Pacific,Online,Returning,Credit Card,86.91,20,20,1390.56,1,3.2,5
643,2025-12-04,Toys,Puzzle,North America,Marketplace,Returning,Buy Now Pay Later,937.89,15,20,11254.68,0,2.7,10
644,2025-04-09,Clothing,Dress,North America,Marketplace,Premium,Buy Now Pay Later,166.47,1,0,166.47,0,4.4,10
645,2025-09-04,Home & Garden,Curtains,Middle East,Mobile App,Premium,Crypto,1088.31,15,0,16324.65,0,4.2,1
646,2025-10-26,Home & Garden,Plant Pot,Middle East,Marketplace,Premium,Bank Transfer,1328.41,5,0,6642.05,0,3.4,5
647,2025-09-17,Beauty,Moisturizer,Middle East,In-Store,New,PayPal,1229.68,18,0,22134.24,0,1.8,4
648,2025-11-04,Sports,Yoga Mat,Asia Pacific,In-Store,Churned,Crypto,1040.16,19,15,16798.58,0,2.7,3
649,2025-11-24,Clothing,Jacket,North America,Marketplace,Returning,Credit Card,338.42,8,25,2030.52,0,2.0,12
650,2025-01-04,Beauty,Foundation,Latin America,In-Store,Churned,PayPal,547.41,3,15,1395.9,0,1.6,8
651,2025-04-12,Sports,Swim Goggles,Middle East,Mobile App,New,Credit Card,300.75,6,5,1714.27,0,3.9,6
652,2025-02-21,Sports,Dumbbells,Europe,Online,Returning,Bank Transfer,36.39,5,20,145.56,0,4.5,6
653,2025-12-05,Sports,Running Shoes,Latin America,In-Store,Premium,Bank Transfer,261.18,17,20,3552.05,0,1.3,3
654,2025-11-03,Home & Garden,Lamp,Europe,Marketplace,Premium,Bank Transfer,647.16,8,0,5177.28,0,3.3,14
655,2025-03-06,Books,Self-Help Book,Asia Pacific,In-Store,New,Bank Transfer,1278.0,19,25,18211.5,0,1.3,8
656,2025-09-23,Clothing,Jeans,Middle East,Marketplace,Premium,Crypto,699.08,11,15,6536.4,0,2.9,8
657,2025-04-23,Automotive,Jump Starter,Middle East,Marketplace,New,PayPal,1342.85,15,5,19135.61,0,2.2,7
658,2025-06-01,Home & Garden,Plant Pot,Asia Pacific,Online,Returning,Credit Card,669.54,12,5,7632.76,0,2.9,10
659,2025-07-08,Beauty,Serum,Latin America,Marketplace,Churned,Crypto,1207.73,11,10,11956.53,0,1.7,4
660,2025-09-14,Books,Comic Book,North America,Mobile App,New,Bank Transfer,771.62,3,10,2083.37,0,1.4,2
661,2025-12-12,Beauty,Moisturizer,Middle East,In-Store,Premium,PayPal,497.22,10,10,4474.98,0,3.4,3
662,2025-07-27,Books,Fiction Novel,Asia Pacific,Mobile App,Premium,Crypto,1233.68,1,25,925.26,0,5.0,3
663,2025-09-22,Toys,Board Game,Europe,In-Store,Churned,PayPal,882.57,18,25,11914.69,0,2.8,13
664,2025-08-13,Clothing,Dress,Europe,Marketplace,Churned,PayPal,677.71,18,0,12198.78,0,3.3,3
665,2025-04-26,Books,Comic Book,North America,Marketplace,Premium,Bank Transfer,631.63,13,10,7390.07,0,1.1,13
666,2025-04-15,Electronics,Smartphone,Europe,Mobile App,Churned,Crypto,1423.3,3,20,3415.92,0,1.4,10
667,2025-12-12,Automotive,Air Freshener,Asia Pacific,Online,Returning,Credit Card,831.6,2,25,1247.4,0,1.3,7
668,2025-01-30,Books,Self-Help Book,Europe,Mobile App,New,Crypto,556.14,1,0,556.14,0,4.6,7
669,2025-07-19,Home & Garden,Sofa,Europe,Marketplace,Churned,Credit Card,1432.87,7,0,10030.09,0,2.2,14
670,2025-12-17,Automotive,Dash Cam,Middle East,Mobile App,Returning,Buy Now Pay Later,691.14,7,0,4837.98,0,2.8,14
671,2025-08-25,Toys,RC Car,Europe,Mobile App,Churned,Crypto,866.32,3,10,2339.06,0,4.7,6
672,2025-04-02,Books,Cookbook,Middle East,In-Store,Churned,PayPal,1350.45,14,25,14179.72,0,3.6,12
673,2025-11-18,Clothing,Jacket,North America,In-Store,Returning,Bank Transfer,808.92,3,5,2305.42,0,2.6,13
674,2025-08-19,Clothing,Dress,North America,Online,Premium,Crypto,251.43,7,0,1760.01,0,1.3,12
675,2025-01-20,Automotive,Phone Mount,Asia Pacific,Marketplace,Returning,Crypto,21.05,4,0,84.2,0,4.0,8
676,2025-08-30,Automotive,Car Mat,North America,In-Store,Churned,PayPal,1231.54,6,0,7389.24,0,3.4,3
677,2025-12-10,Books,Fiction Novel,Middle East,Marketplace,Returning,Credit Card,1146.57,9,0,10319.13,0,1.7,12
678,2025-11-22,Electronics,Camera,Middle East,In-Store,Churned,Credit Card,1218.21,4,20,3898.27,0,2.8,10
679,2025-05-03,Electronics,Laptop,Latin America,In-Store,Returning,Bank Transfer,303.98,1,20,243.18,0,2.3,4
680,2025-08-01,Clothing,Jeans,North America,In-Store,Returning,Credit Card,771.19,11,15,7210.63,0,1.8,4
681,2025-07-02,Toys,Puzzle,North America,In-Store,Returning,Credit Card,488.43,1,20,390.74,0,1.0,4
682,2025-02-04,Automotive,Dash Cam,North America,Mobile App,Premium,Credit Card,1328.76,14,10,16742.38,0,3.0,2
683,2025-06-20,Home & Garden,Plant Pot,North America,Mobile App,Churned,PayPal,267.12,11,25,2203.74,0,3.4,10
